1199,683,5.0
564,692,5.0
1343,730,5.0
42,706,5.0
502,803,5.0
1150,322,5.0
675,621,2.0
65,519,5.0
747,585,5.0
128,785,4.0
431,368,5.0
64,223,5.0
953,718,5.0
1272,116,5.0
1274,319,5.0
1286,491,5.0
104,835,5.0
829,847,4.0
1163,482,2.0
282,22,5.0
919,828,5.0
940,652,4.0
844,795,5.0
897,72,5.0
911,148,5.0
62,706,5.0
309,395,4.0
964,285,5.0
1083,550,5.0
1269,319,4.0
488,354,5.0
1403,728,1.0
470,71,5.0
81,565,2.0
107,786,5.0
1023,680,4.0
520,127,4.0
778,90,4.0
1049,820,5.0
1043,44,5.0
1345,779,5.0
175,522,4.0
1132,211,5.0
171,680,5.0
1033,504,5.0
513,706,5.0
198,574,5.0
465,167,5.0
840,868,5.0
585,577,5.0
47,208,4.0
189,588,5.0
1383,504,5.0
1359,458,5.0
565,730,3.0
367,184,5.0
778,692,5.0
1107,94,5.0
1333,523,5.0
1009,219,5.0
989,294,1.0
123,706,5.0
852,677,5.0
1121,335,5.0
862,818,5.0
445,414,5.0
192,465,5.0
287,203,5.0
939,16,4.0
992,630,4.0
216,120,5.0
240,184,4.0
101,568,5.0
615,173,5.0
65,96,5.0
145,779,5.0
806,674,4.0
225,775,5.0
65,94,5.0
885,774,4.0
683,899,4.0
1199,707,5.0
1394,126,5.0
401,351,5.0
501,574,4.0
1216,615,5.0
846,156,4.0
159,544,2.0
4,116,5.0
1401,156,5.0
351,129,5.0
913,735,5.0
27,558,4.0
1279,302,5.0
321,794,4.0
1343,720,5.0
1102,730,2.0
687,258,5.0
907,507,5.0
1277,428,5.0
834,578,5.0
23,700,5.0
218,769,5.0
1212,323,5.0
240,692,5.0
802,667,5.0
259,517,5.0
231,721,5.0
1340,542,5.0
1394,574,5.0
536,825,3.0
1136,499,5.0
1247,384,5.0
1343,822,5.0
29,762,3.0
852,529,5.0
514,805,5.0
233,127,5.0
310,718,5.0
440,718,5.0
218,46,5.0
304,458,5.0
913,94,5.0
221,701,5.0
1239,543,4.0
1224,495,5.0
805,216,2.0
627,707,5.0
102,574,5.0
734,266,5.0
978,896,5.0
1284,789,5.0
157,728,5.0
924,657,3.0
1118,338,5.0
395,295,3.0
284,85,4.0
1381,828,5.0
641,530,4.0
622,655,5.0
1126,763,5.0
509,303,5.0
1074,556,3.0
1268,852,4.0
298,869,5.0
1156,491,2.0
897,94,5.0
139,253,5.0
317,232,5.0
408,208,5.0
1027,87,4.0
1084,649,5.0
564,770,4.0
1160,158,4.0
558,47,4.0
48,835,3.0
1147,842,4.0
413,594,5.0
1201,419,2.0
345,208,4.0
1096,285,5.0
790,624,5.0
232,174,5.0
1328,315,3.0
1115,750,5.0
318,595,5.0
153,563,5.0
618,785,5.0
760,514,5.0
225,179,5.0
979,803,5.0
141,763,5.0
1035,261,5.0
743,255,5.0
1279,201,5.0
23,550,4.0
71,184,5.0
985,178,5.0
828,820,3.0
759,744,5.0
93,730,5.0
1022,166,5.0
358,748,5.0
1029,533,5.0
132,239,5.0
84,46,2.0
424,70,5.0
530,874,3.0
916,706,1.0
797,678,5.0
1098,461,1.0
553,411,3.0
1326,463,4.0
303,94,5.0
1328,796,2.0
657,442,5.0
1253,659,5.0
1349,226,5.0
21,406,5.0
1255,36,4.0
948,460,3.0
1390,896,5.0
231,510,3.0
367,519,5.0
968,682,1.0
565,166,5.0
582,767,2.0
1224,159,5.0
376,608,3.0
666,285,4.0
220,870,5.0
423,667,5.0
938,306,5.0
247,417,4.0
1019,130,4.0
904,205,1.0
1415,574,5.0
622,22,5.0
1188,503,5.0
206,458,5.0
396,647,5.0
1324,602,5.0
65,120,5.0
873,517,4.0
1060,707,3.0
1244,707,5.0
139,706,5.0
1150,376,5.0
1277,226,5.0
383,716,4.0
440,395,5.0
846,843,5.0
328,780,5.0
462,378,5.0
856,233,5.0
391,800,1.0
1333,153,4.0
1273,153,5.0
71,156,5.0
779,95,4.0
554,432,5.0
1396,852,5.0
625,634,4.0
1120,416,5.0
116,370,5.0
807,746,5.0
765,840,4.0
742,192,5.0
329,227,5.0
1259,381,5.0
478,394,5.0
452,686,5.0
121,226,5.0
880,50,5.0
11,199,5.0
313,278,5.0
677,218,5.0
876,285,5.0
940,592,5.0
148,839,5.0
675,856,3.0
1068,544,5.0
889,475,3.0
225,118,4.0
153,456,3.0
1066,371,5.0
1418,448,5.0
1239,351,4.0
672,706,5.0
581,794,5.0
611,156,5.0
36,714,4.0
240,437,4.0
1294,228,5.0
1305,581,5.0
513,279,4.0
1194,798,5.0
1390,868,5.0
39,372,5.0
1360,556,5.0
1026,804,3.0
1194,145,5.0
703,46,4.0
642,341,5.0
1012,497,5.0
1302,214,5.0
514,794,4.0
783,690,5.0
1359,819,5.0
129,319,2.0
68,303,5.0
681,600,4.0
517,129,5.0
801,272,5.0
248,774,5.0
103,342,5.0
666,601,4.0
244,529,5.0
785,702,5.0
331,706,5.0
296,578,5.0
1129,833,5.0
91,848,4.0
1211,548,5.0
17,554,2.0
578,762,5.0
1229,840,5.0
829,450,5.0
296,451,5.0
1271,21,4.0
897,455,5.0
195,883,4.0
1104,138,4.0
791,603,3.0
351,404,4.0
536,289,5.0
44,94,3.0
99,639,3.0
54,753,5.0
1194,832,5.0
249,762,5.0
1194,507,5.0
573,141,5.0
567,843,5.0
246,168,5.0
534,408,5.0
450,574,4.0
153,547,4.0
485,555,5.0
944,550,4.0
689,279,5.0
1109,116,5.0
599,554,5.0
938,351,4.0
358,650,5.0
809,746,5.0
1094,166,5.0
1218,138,5.0
304,213,5.0
970,603,5.0
142,503,5.0
983,876,4.0
1341,279,5.0
585,261,5.0
737,169,5.0
799,692,5.0
289,647,5.0
617,226,5.0
1275,173,5.0
24,427,2.0
145,785,5.0
0,519,5.0
559,321,3.0
390,844,3.0
1221,167,3.0
525,479,5.0
791,103,5.0
872,232,5.0
277,483,5.0
514,381,5.0
393,210,5.0
763,848,5.0
624,107,5.0
452,627,5.0
225,785,5.0
392,878,5.0
1138,491,2.0
563,413,5.0
25,303,5.0
775,603,5.0
1076,203,5.0
160,543,4.0
400,72,4.0
489,521,5.0
817,866,5.0
951,687,5.0
1133,577,4.0
852,146,5.0
332,613,5.0
1196,669,5.0
810,706,5.0
457,555,5.0
188,110,5.0
282,405,5.0
276,488,4.0
952,879,5.0
705,703,5.0
1214,226,5.0
1073,61,4.0
342,493,5.0
998,108,5.0
1089,166,5.0
103,479,5.0
236,872,4.0
700,194,5.0
205,297,5.0
1046,77,5.0
401,72,3.0
1276,653,5.0
662,111,4.0
938,184,4.0
218,330,5.0
541,133,5.0
1082,198,4.0
977,837,3.0
1094,234,5.0
727,893,4.0
1353,746,4.0
1107,116,5.0
403,67,5.0
1294,14,5.0
1222,303,4.0
74,688,5.0
1042,179,4.0
242,619,5.0
1205,135,1.0
843,398,5.0
1225,707,5.0
710,728,5.0
282,729,5.0
898,294,4.0
681,690,4.0
63,116,3.0
730,352,1.0
668,422,5.0
64,120,5.0
1332,550,5.0
1405,684,5.0
336,541,5.0
276,656,5.0
1189,419,5.0
734,305,5.0
553,508,2.0
1249,181,5.0
152,503,5.0
580,195,5.0
1023,304,3.0
513,521,5.0
1278,405,5.0
706,285,3.0
287,500,5.0
188,167,5.0
121,674,5.0
1138,546,3.0
1149,720,5.0
164,789,5.0
1208,577,4.0
409,384,5.0
564,359,5.0
1347,322,3.0
1400,154,4.0
1202,893,3.0
1140,406,5.0
716,707,5.0
1182,538,4.0
1168,637,5.0
222,61,5.0
11,481,5.0
1271,801,4.0
224,856,5.0
599,858,5.0
280,62,5.0
1264,279,5.0
478,258,5.0
544,492,5.0
1323,156,2.0
264,706,5.0
225,351,5.0
337,534,5.0
189,351,5.0
911,395,4.0
1017,716,5.0
651,181,3.0
828,706,5.0
596,623,3.0
1393,227,4.0
989,183,4.0
833,208,5.0
408,478,5.0
306,156,1.0
986,94,2.0
1190,619,2.0
371,588,5.0
1301,434,5.0
416,711,4.0
852,287,4.0
199,680,4.0
847,730,5.0
298,507,5.0
517,836,4.0
1166,787,5.0
1167,718,5.0
1076,573,5.0
71,302,5.0
1330,494,5.0
598,686,5.0
665,369,2.0
429,336,4.0
1070,401,5.0
85,286,5.0
287,758,5.0
1091,657,5.0
1125,674,5.0
547,279,5.0
874,197,3.0
1012,251,5.0
370,206,5.0
30,696,5.0
131,180,5.0
638,549,5.0
1286,811,5.0
616,656,5.0
44,63,5.0
866,578,5.0
1117,404,4.0
1194,54,5.0
77,248,4.0
664,629,5.0
1314,583,5.0
944,762,5.0
189,428,5.0
52,706,5.0
231,543,4.0
808,786,4.0
1337,458,5.0
847,382,5.0
644,877,5.0
97,507,5.0
1030,456,5.0
692,195,3.0
520,816,5.0
125,784,5.0
323,130,5.0
747,271,5.0
19,400,5.0
285,555,4.0
256,603,5.0
24,145,5.0
101,476,5.0
874,578,4.0
1207,555,5.0
147,539,3.0
844,699,5.0
289,406,5.0
842,364,5.0
1095,201,4.0
218,805,5.0
1234,451,5.0
361,795,5.0
1108,706,5.0
31,216,5.0
850,703,4.0
231,258,4.0
1326,54,5.0
588,614,5.0
1017,545,4.0
504,706,5.0
137,761,5.0
489,869,5.0
441,843,5.0
172,872,5.0
484,184,5.0
706,690,4.0
1144,94,4.0
218,327,5.0
1081,866,5.0
139,580,3.0
756,683,4.0
1395,496,5.0
409,457,5.0
801,353,4.0
1370,874,2.0
401,784,5.0
708,419,5.0
267,305,4.0
570,603,5.0
272,150,4.0
508,846,5.0
737,279,5.0
637,454,5.0
397,66,5.0
221,692,5.0
1062,226,5.0
933,109,5.0
1286,116,5.0
1269,847,4.0
556,679,5.0
1019,436,5.0
158,779,1.0
108,541,5.0
673,899,4.0
271,442,1.0
330,184,5.0
1005,610,2.0
98,158,4.0
139,156,5.0
1073,762,5.0
430,846,4.0
113,224,5.0
729,785,5.0
33,290,5.0
216,706,5.0
1360,657,3.0
937,262,5.0
1170,537,5.0
1211,644,5.0
1124,764,1.0
866,424,5.0
116,384,5.0
601,156,5.0
477,578,5.0
1097,810,5.0
1137,494,4.0
1131,23,5.0
1273,115,4.0
760,509,4.0
182,615,5.0
858,748,5.0
426,369,4.0
837,718,5.0
1273,783,5.0
523,174,4.0
722,304,2.0
596,166,5.0
819,807,5.0
419,864,5.0
324,762,4.0
517,347,5.0
1075,381,1.0
139,380,5.0
156,94,4.0
235,88,5.0
1293,222,5.0
1264,642,5.0
1242,440,4.0
340,406,5.0
1263,351,5.0
757,295,5.0
429,44,4.0
1210,527,5.0
324,802,4.0
1264,693,5.0
685,466,5.0
275,269,4.0
846,888,5.0
1362,187,5.0
376,748,5.0
1247,806,5.0
458,556,5.0
682,82,5.0
65,239,5.0
65,679,3.0
434,462,5.0
1117,578,5.0
1282,343,5.0
121,582,5.0
687,707,5.0
998,184,1.0
651,883,2.0
501,706,3.0
235,667,5.0
514,24,3.0
155,147,5.0
242,11,5.0
1010,332,5.0
461,155,4.0
574,252,5.0
798,737,5.0
139,353,5.0
1141,428,4.0
925,439,5.0
224,852,5.0
1034,359,4.0
526,484,5.0
642,91,5.0
338,568,4.0
896,368,4.0
234,733,5.0
192,424,5.0
778,251,3.0
121,578,5.0
237,184,3.0
1395,708,4.0
1245,226,4.0
798,719,5.0
546,400,5.0
612,894,5.0
27,835,4.0
539,181,4.0
374,814,5.0
893,195,4.0
1425,472,5.0
1194,783,5.0
954,163,5.0
400,373,5.0
202,868,5.0
260,709,5.0
520,736,5.0
66,353,5.0
1026,106,2.0
1319,303,5.0
484,359,5.0
566,651,4.0
886,881,3.0
921,384,5.0
1319,247,5.0
240,125,5.0
287,888,2.0
518,560,3.0
741,423,5.0
68,759,1.0
720,862,4.0
1223,764,5.0
844,232,5.0
874,367,4.0
245,707,5.0
514,624,5.0
1219,198,5.0
965,278,5.0
986,340,5.0
788,579,5.0
166,212,4.0
818,883,5.0
1360,251,5.0
643,198,5.0
1325,731,3.0
202,156,4.0
843,167,4.0
187,401,3.0
491,428,5.0
429,227,4.0
1074,706,5.0
110,880,5.0
514,472,5.0
1194,473,5.0
1093,454,4.0
1189,626,5.0
407,238,5.0
1361,346,5.0
37,706,5.0
273,754,5.0
646,571,3.0
641,116,5.0
1211,424,5.0
274,278,5.0
963,520,4.0
626,801,5.0
1159,631,5.0
92,250,5.0
180,208,5.0
16,171,5.0
1122,167,4.0
371,836,4.0
246,621,5.0
212,279,5.0
65,208,5.0
170,315,4.0
4,109,5.0
461,578,3.0
531,167,5.0
810,456,5.0
1221,765,5.0
1168,658,5.0
778,393,5.0
1,756,2.0
1076,698,5.0
917,233,5.0
131,112,3.0
212,383,5.0
170,35,5.0
367,118,5.0
815,233,5.0
700,156,5.0
951,275,5.0
1095,226,4.0
510,645,5.0
758,838,3.0
954,621,5.0
1209,807,4.0
726,504,5.0
27,706,5.0
170,225,5.0
246,94,5.0
632,883,5.0
1152,799,5.0
1131,46,5.0
1169,206,5.0
480,280,5.0
804,92,5.0
969,507,3.0
299,509,5.0
318,753,3.0
176,706,5.0
866,44,5.0
1107,497,5.0
635,481,3.0
143,512,5.0
631,815,5.0
1055,463,5.0
918,331,1.0
287,868,5.0
792,421,4.0
1058,65,4.0
1150,707,5.0
1171,573,5.0
279,144,4.0
1006,867,1.0
402,192,5.0
419,99,4.0
370,225,5.0
741,689,5.0
463,465,3.0
1266,303,1.0
1230,216,4.0
508,763,2.0
970,601,5.0
449,789,5.0
396,619,4.0
484,301,5.0
13,878,5.0
496,178,4.0
1295,582,5.0
1064,704,3.0
493,375,3.0
29,657,4.0
1178,686,5.0
548,237,4.0
514,145,4.0
5,397,5.0
718,94,5.0
399,142,5.0
299,611,5.0
805,215,5.0
537,174,5.0
553,706,5.0
126,598,4.0
747,179,2.0
1035,225,5.0
825,869,5.0
1321,557,3.0
370,130,5.0
188,456,5.0
897,156,5.0
872,507,5.0
163,208,5.0
1212,791,5.0
1025,168,5.0
981,132,5.0
1167,198,5.0
1251,395,5.0
14,706,2.0
1070,118,5.0
426,195,5.0
131,362,5.0
524,755,4.0
110,346,5.0
31,44,2.0
874,716,5.0
493,443,4.0
154,304,5.0
907,578,5.0
440,826,5.0
566,361,3.0
246,659,5.0
825,521,5.0
71,755,1.0
827,384,4.0
409,189,3.0
777,361,5.0
1156,167,5.0
228,184,5.0
1235,307,4.0
988,524,5.0
1019,639,5.0
436,434,1.0
539,192,5.0
1232,671,5.0
190,876,4.0
1419,517,5.0
399,587,5.0
865,466,5.0
382,706,5.0
1374,591,5.0
1009,396,2.0
446,759,5.0
732,285,3.0
151,518,5.0
138,304,5.0
1221,411,4.0
1407,704,5.0
298,522,5.0
279,873,4.0
1025,94,5.0
255,519,5.0
250,206,5.0
240,415,4.0
530,868,5.0
338,286,4.0
1084,838,5.0
515,227,4.0
668,785,5.0
94,192,5.0
208,46,4.0
135,347,5.0
906,284,4.0
1369,829,5.0
131,707,3.0
917,338,3.0
396,25,5.0
229,700,3.0
148,657,4.0
91,279,4.0
1032,730,5.0
643,167,5.0
332,389,5.0
577,294,4.0
1385,565,5.0
429,437,5.0
584,628,5.0
1307,574,5.0
1254,148,5.0
1279,382,3.0
1252,233,5.0
814,68,3.0
711,434,5.0
1286,233,5.0
441,897,5.0
90,213,5.0
308,696,4.0
868,706,5.0
774,72,5.0
623,266,5.0
157,428,4.0
38,632,5.0
75,80,5.0
1052,283,5.0
1137,853,4.0
54,594,5.0
609,765,1.0
388,181,5.0
736,885,5.0
1405,779,5.0
635,446,5.0
1384,198,5.0
34,206,4.0
559,574,5.0
1358,519,5.0
287,185,5.0
520,238,5.0
710,428,5.0
57,381,3.0
951,437,5.0
1257,285,5.0
225,242,5.0
1172,548,5.0
641,70,4.0
591,677,5.0
1259,832,5.0
191,68,3.0
382,294,4.0
617,351,5.0
707,790,5.0
740,456,5.0
813,376,5.0
1089,278,5.0
94,701,4.0
384,599,5.0
797,405,5.0
610,465,5.0
457,285,3.0
1411,498,5.0
132,657,5.0
730,356,3.0
1321,512,5.0
714,285,3.0
423,813,5.0
524,410,5.0
924,559,4.0
1355,240,4.0
526,686,3.0
544,582,5.0
79,424,5.0
171,61,5.0
1185,759,5.0
1058,428,4.0
1377,570,5.0
801,492,4.0
400,238,5.0
80,367,3.0
452,413,5.0
222,230,5.0
86,758,4.0
1098,707,4.0
144,156,5.0
1406,565,5.0
569,521,5.0
465,574,5.0
904,198,5.0
1231,690,5.0
426,112,3.0
573,672,5.0
717,620,5.0
220,844,4.0
1305,504,5.0
1164,519,4.0
257,458,5.0
311,41,5.0
927,574,5.0
1257,521,5.0
496,274,5.0
592,210,5.0
962,791,4.0
770,302,5.0
218,642,5.0
1393,387,5.0
716,748,5.0
313,825,5.0
548,62,4.0
167,666,3.0
711,210,5.0
405,706,3.0
836,488,5.0
722,811,5.0
1360,624,5.0
486,494,5.0
1143,215,5.0
24,232,5.0
214,568,5.0
202,286,5.0
416,682,5.0
1178,662,4.0
34,376,5.0
193,341,4.0
169,116,5.0
223,121,4.0
145,799,5.0
371,765,5.0
646,404,5.0
1356,597,2.0
927,649,5.0
292,413,5.0
611,874,5.0
440,324,5.0
1208,843,5.0
1308,347,4.0
546,707,5.0
425,422,4.0
66,407,5.0
802,578,5.0
1174,634,5.0
71,718,4.0
265,172,5.0
682,706,5.0
909,483,5.0
253,659,5.0
1264,204,5.0
1266,354,3.0
935,794,5.0
1017,665,5.0
1095,207,4.0
600,120,5.0
731,504,5.0
393,781,4.0
1011,167,5.0
147,241,5.0
538,479,4.0
1056,494,5.0
592,286,5.0
1235,690,5.0
951,351,5.0
1246,656,4.0
588,759,5.0
1231,766,3.0
429,61,4.0
969,504,5.0
739,686,5.0
394,808,4.0
1076,202,4.0
996,827,5.0
1215,706,4.0
437,811,5.0
161,633,5.0
315,215,5.0
761,179,5.0
1413,94,3.0
133,834,4.0
1385,707,5.0
1317,301,5.0
1096,625,5.0
1249,387,5.0
920,620,5.0
777,368,5.0
990,706,4.0
822,463,5.0
230,578,1.0
1077,183,5.0
128,122,5.0
708,653,1.0
788,877,5.0
435,833,5.0
481,743,3.0
1325,380,5.0
5,554,5.0
669,658,5.0
1125,841,4.0
520,279,4.0
1187,502,2.0
549,482,4.0
269,167,4.0
1292,868,4.0
855,286,5.0
378,156,4.0
700,240,5.0
1314,580,4.0
1100,387,5.0
465,635,5.0
693,293,5.0
75,760,5.0
148,721,4.0
1194,740,4.0
15,698,2.0
485,294,5.0
987,178,4.0
1313,846,5.0
166,258,5.0
916,683,5.0
1367,283,5.0
1061,858,5.0
862,590,5.0
606,576,5.0
516,74,5.0
564,178,4.0
692,825,2.0
1050,651,2.0
95,607,1.0
2,226,5.0
985,402,4.0
423,212,1.0
1343,578,5.0
6,465,4.0
1132,750,3.0
263,579,5.0
1009,168,4.0
1128,195,5.0
1135,192,5.0
1424,130,5.0
519,292,5.0
787,199,5.0
1251,363,2.0
1309,408,5.0
990,208,4.0
1220,781,3.0
855,346,4.0
1097,605,5.0
275,22,5.0
741,138,4.0
273,378,5.0
1068,643,5.0
5,757,5.0
642,614,5.0
835,503,5.0
1201,273,5.0
239,536,5.0
584,398,5.0
177,116,5.0
1032,555,5.0
625,298,5.0
1230,387,5.0
895,647,5.0
657,603,5.0
1192,219,5.0
1114,178,5.0
329,802,4.0
222,313,5.0
429,656,4.0
547,639,2.0
95,188,5.0
1097,583,5.0
948,455,4.0
1123,373,5.0
1196,208,5.0
181,219,5.0
1142,680,5.0
351,156,4.0
1359,185,5.0
612,157,5.0
1103,251,4.0
443,298,5.0
480,167,5.0
602,646,5.0
137,198,5.0
1283,117,5.0
1178,413,4.0
862,233,5.0
1329,470,5.0
237,656,4.0
784,159,5.0
680,694,5.0
1194,504,5.0
1043,335,5.0
812,504,5.0
1130,202,4.0
445,707,5.0
171,635,5.0
94,520,5.0
1008,405,5.0
1272,258,5.0
170,527,5.0
919,789,4.0
386,410,5.0
213,759,2.0
241,471,5.0
455,480,5.0
1418,529,5.0
1157,325,1.0
1218,892,5.0
419,419,5.0
77,456,4.0
1013,644,5.0
191,385,4.0
1391,866,5.0
201,387,5.0
299,728,4.0
218,393,5.0
602,697,5.0
57,419,4.0
776,248,5.0
714,156,4.0
132,816,5.0
134,779,5.0
1271,657,4.0
32,706,5.0
634,300,5.0
551,226,5.0
1012,762,4.0
797,60,5.0
493,186,5.0
1241,198,5.0
240,414,4.0
554,191,5.0
1314,503,4.0
1296,433,4.0
1370,843,4.0
65,156,3.0
574,820,5.0
300,864,1.0
549,785,4.0
623,128,5.0
111,783,5.0
1083,64,5.0
1060,208,5.0
1115,18,4.0
1179,256,3.0
1403,762,5.0
916,648,5.0
595,325,4.0
891,504,5.0
38,95,4.0
978,883,3.0
1004,504,5.0
550,285,5.0
57,867,3.0
1273,568,5.0
611,422,4.0
146,776,3.0
1129,665,4.0
184,193,5.0
735,594,5.0
1271,690,3.0
338,285,5.0
389,156,5.0
1028,302,5.0
1139,843,4.0
779,578,5.0
240,173,5.0
407,825,5.0
1125,310,5.0
1168,189,5.0
226,443,4.0
1362,287,5.0
1110,543,2.0
1268,452,2.0
1405,7,5.0
166,179,5.0
1282,249,4.0
688,808,5.0
961,384,5.0
370,419,5.0
241,690,5.0
593,405,4.0
771,63,4.0
977,188,5.0
1383,758,1.0
1155,478,4.0
729,811,5.0
435,428,5.0
627,717,5.0
300,831,5.0
131,770,5.0
684,668,4.0
1049,304,5.0
511,266,5.0
801,794,5.0
1121,686,5.0
22,147,5.0
1364,658,5.0
387,681,5.0
158,707,5.0
927,485,5.0
699,801,4.0
1078,539,5.0
951,156,5.0
1191,542,5.0
19,351,5.0
1422,785,3.0
1304,253,3.0
106,831,4.0
322,619,4.0
364,419,5.0
437,820,5.0
955,556,5.0
36,669,5.0
520,768,2.0
1017,798,5.0
644,230,5.0
195,556,4.0
385,167,5.0
1342,524,5.0
1404,71,4.0
1155,704,5.0
522,151,5.0
806,221,5.0
1012,458,5.0
605,831,5.0
938,198,4.0
991,315,5.0
298,393,5.0
29,415,5.0
9,680,5.0
1055,707,5.0
974,681,5.0
231,168,4.0
1374,374,5.0
45,899,5.0
971,554,5.0
1306,759,5.0
965,222,5.0
5,672,4.0
401,563,5.0
178,826,4.0
930,813,4.0
1298,657,4.0
1186,198,5.0
226,178,5.0
786,107,3.0
1318,83,5.0
245,233,4.0
1128,706,5.0
451,766,5.0
193,661,4.0
196,411,4.0
629,630,5.0
391,585,3.0
1088,779,5.0
1392,121,5.0
1186,760,5.0
1036,279,5.0
1309,298,5.0
731,852,5.0
272,526,5.0
976,492,2.0
1275,303,5.0
387,474,5.0
896,279,5.0
1400,762,5.0
496,465,5.0
806,676,4.0
1241,603,3.0
1071,801,4.0
227,376,4.0
29,64,5.0
51,897,5.0
11,62,5.0
1372,198,5.0
816,800,4.0
1337,187,5.0
1363,221,5.0
4,762,5.0
194,532,5.0
1245,196,5.0
260,241,4.0
1103,130,4.0
559,730,4.0
982,675,5.0
1255,22,5.0
1401,120,5.0
926,692,5.0
39,519,5.0
840,897,5.0
52,612,5.0
1205,270,5.0
414,645,5.0
1410,337,5.0
1321,507,5.0
607,166,5.0
1259,836,5.0
353,699,4.0
207,477,5.0
201,742,5.0
561,682,5.0
6,606,4.0
688,519,2.0
367,101,5.0
120,509,5.0
754,811,4.0
489,233,5.0
936,865,5.0
1178,811,3.0
1250,568,5.0
173,156,4.0
861,405,5.0
634,37,5.0
1218,147,5.0
1334,501,5.0
1396,762,3.0
419,789,5.0
783,401,5.0
1115,644,4.0
123,226,5.0
614,103,5.0
289,167,1.0
218,321,5.0
1140,490,4.0
403,253,5.0
240,858,5.0
999,507,5.0
1167,332,5.0
986,337,5.0
1374,376,5.0
1006,614,5.0
271,603,3.0
575,20,4.0
881,415,4.0
311,44,5.0
46,156,5.0
418,233,3.0
87,858,5.0
532,69,4.0
1127,371,4.0
310,753,5.0
485,396,5.0
1194,226,5.0
724,509,5.0
371,673,5.0
929,817,4.0
1394,707,5.0
1137,71,4.0
254,808,5.0
920,779,4.0
282,374,5.0
725,234,4.0
986,123,5.0
1039,104,5.0
1295,301,4.0
746,712,4.0
900,843,5.0
728,455,4.0
730,681,5.0
211,668,5.0
1204,25,5.0
1248,319,5.0
522,452,5.0
318,184,5.0
186,198,5.0
1234,215,5.0
290,586,5.0
1324,709,5.0
745,707,3.0
170,578,4.0
198,530,5.0
707,198,5.0
593,381,5.0
943,166,5.0
499,707,5.0
208,692,3.0
1184,634,5.0
1324,786,5.0
898,124,5.0
283,641,5.0
270,726,5.0
157,706,5.0
1343,145,5.0
1093,545,4.0
143,669,5.0
1182,254,5.0
169,525,4.0
644,707,5.0
915,198,3.0
35,132,5.0
1115,155,4.0
1113,154,5.0
1063,571,5.0
65,419,3.0
1045,785,4.0
198,361,4.0
467,295,5.0
1249,191,5.0
572,133,5.0
858,494,5.0
241,730,5.0
593,429,4.0
982,748,5.0
842,615,5.0
1319,167,4.0
1278,515,4.0
725,682,5.0
986,755,3.0
884,710,5.0
913,198,5.0
951,676,5.0
529,801,5.0
894,799,5.0
1130,78,5.0
1303,491,2.0
1126,536,5.0
1106,849,2.0
1279,747,2.0
110,808,5.0
991,545,4.0
938,258,4.0
741,6,3.0
287,895,5.0
510,285,5.0
153,853,5.0
1010,827,2.0
208,327,4.0
1261,706,5.0
490,707,5.0
1298,686,4.0
315,74,5.0
125,178,5.0
1197,258,4.0
795,94,5.0
779,662,4.0
1023,785,3.0
520,59,4.0
283,604,5.0
28,645,5.0
1428,347,1.0
620,339,5.0
1365,627,5.0
440,174,5.0
804,261,5.0
880,107,5.0
824,643,5.0
